sentence_id	token_id	token	surprisal
1	1	随着	9.197442054748535
1	2	人民	11.163910865783691
1	3	选择	11.558667182922363
1	4	的	0.7923837304115295
1	5	政府	10.454646110534668
1	6	发展	7.53361177444458
1	7	，	0.07241019606590271
1	8	经济	7.897979259490967
1	9	变	12.780583381652832
1	10	好	10.682772636413574
1	11	了	5.498471736907959
1	12	。	2.429687023162842
2	1	随着	9.197442054748535
2	2	人民	11.163910865783691
2	3	选择	11.558667182922363
2	4	的	0.7923837304115295
2	5	政府	10.454646110534668
2	6	发展	7.53361177444458
2	7	。	10.002227783203125
3	1	随着	9.197442054748535
3	2	人民	11.163910865783691
3	3	需要	11.799748420715332
3	4	的	3.6506195068359375
3	5	互联网	13.429784774780273
3	6	的	6.139090061187744
3	7	出现	11.183338165283203
3	8	，	0.4075066149234772
3	9	生活	8.965214729309082
3	10	质量	8.559643745422363
3	11	提高	8.991857528686523
3	12	了	4.896459579467773
3	13	。	4.366373062133789
4	1	随着	9.197442054748535
4	2	人民	11.163910865783691
4	3	需要	11.799748420715332
4	4	的	3.6506195068359375
4	5	互联网	13.429784774780273
4	6	的	6.139090061187744
4	7	出现	11.183338165283203
4	8	。	5.922471046447754
5	1	随着	9.197442054748535
5	2	一阵	18.664514541625977
5	3	司机	14.949477195739746
5	4	播放	16.900394439697266
5	5	的	2.2565536499023438
5	6	铃声	19.092815399169922
5	7	，	4.884871482849121
5	8	火车	13.148812294006348
5	9	开	11.876991271972656
5	10	了	1.6628224849700928
5	11	。	10.13671875
6	1	随着	9.197442054748535
6	2	一阵	18.664514541625977
6	3	司机	14.949477195739746
6	4	播放	16.900394439697266
6	5	的	2.2565536499023438
6	6	铃声	19.092815399169922
6	7	。	8.979569435119629
7	1	随着	9.197442054748535
7	2	我	8.25761604309082
7	3	认识	10.647233963012695
7	4	的	4.606901168823242
7	5	他	12.183747291564941
7	6	的	2.3749756813049316
7	7	年龄	13.68694019317627
7	8	增长	13.786437034606934
7	9	，	0.21131931245326996
7	10	他	4.501435279846191
7	11	更	8.767784118652344
7	12	有	6.322908878326416
7	13	自信	12.86260986328125
7	14	了	9.886788368225098
7	15	。	2.8050906658172607
8	1	随着	9.197442054748535
8	2	我	8.25761604309082
8	3	认识	10.647233963012695
8	4	的	4.606901168823242
