sentence_id	token_id	token	surprisal
1	1	我	7.333057227135923
1	2	很	6.3698048204150215
1	3	喜欢	6.174597021164601
1	4	一	5.986735253162834
1	5	位	6.126127943590944
1	6	新闻	11.288803565822214
1	7	提到	13.912029353017545
1	8	的	2.3252634181149716
1	9	明星	13.432749310039242
1	10	。	2.7746654325259072
2	1	我	7.333057227135923
2	2	很	6.3698048204150215
2	3	喜欢	6.174597021164601
2	4	一	5.986735253162834
2	5	首	8.53779873601433
2	6	新闻	10.692972780681472
2	7	提到	15.260065459320835
2	8	的	1.1919424775430159
2	9	明星	15.303405724171938
2	10	。	2.5809813047018366
3	1	我	7.333057227135923
3	2	很	6.3698048204150215
3	3	喜欢	6.174597021164601
3	4	一	5.986735253162834
3	5	首	8.53779873601433
3	6	新闻	10.692972780681472
3	7	提到	15.260065459320835
3	8	的	1.1919424775430159
3	9	歌曲	6.779744681374154
3	10	。	1.3923922993514708
4	1	我	7.333057227135923
4	2	很	6.3698048204150215
4	3	喜欢	6.174597021164601
4	4	一	5.986735253162834
4	5	位	6.126127943590944
4	6	新闻	11.288803565822214
4	7	提到	13.912029353017545
4	8	的	2.3252634181149716
4	9	歌曲	14.531831374390961
4	10	。	1.916191164814336
5	1	她	7.055910593164345
5	2	开车	19.72916740178449
5	3	去	5.715840417334242
5	4	了	3.634313557269131
5	5	一	3.33488603061906
5	6	家	1.8700804234540769
5	7	我	7.182768612571699
5	8	推荐	13.633287260511096
5	9	过	3.2032519424606534
5	10	的	0.2244084088685554
5	11	店	10.674697712386148
5	12	。	4.558224105662902
6	1	她	7.055910593164345
6	2	开车	19.72916740178449
6	3	去	5.715840417334242
6	4	了	3.634313557269131
6	5	一	3.33488603061906
6	6	座	6.641271296694313
6	7	我	10.181160039876517
6	8	推荐	14.176289294107534
6	9	过	2.708307923354738
6	10	的	0.14375876308616853
6	11	店	11.457956463450671
6	12	。	4.47310853594476
7	1	她	7.055910593164345
7	2	开车	19.72916740178449
7	3	去	5.715840417334242
7	4	了	3.634313557269131
7	5	一	3.33488603061906
7	6	座	6.641271296694313
7	7	我	10.181160039876517
7	8	推荐	14.176289294107534
7	9	过	2.708307923354738
