sentence_id	token_id	token	surprisal
1	1	记者	9.727178573608398
1	2	采访	8.959928512573242
1	3	了	7.7645134925842285
1	4	研发	17.539146423339844
1	5	产品	12.717915534973145
1	6	并且	13.466246604919434
1	7	获	11.754257202148438
1	8	了	10.001928329467773
1	9	奖	11.450068473815918
1	10	。	3.6406049728393555
2	1	记者	9.727178573608398
2	2	采访	8.959928512573242
2	3	了	7.7645134925842285
2	4	研发	17.539146423339844
2	5	产品	12.717915534973145
2	6	并且	13.466246604919434
2	7	获	11.754257202148438
2	8	了	10.001928329467773
2	9	奖	11.450068473815918
2	10	的	2.527522563934326
2	11	科学家	13.946245193481445
2	12	。	3.1991636753082275
3	1	他	5.597632884979248
3	2	认识	11.680583000183105
3	3	了	7.868735313415527
3	4	写	13.712996482849121
3	5	书	9.512763977050781
3	6	并且	15.13718318939209
3	7	教	11.963929176330566
3	8	课	13.030381202697754
3	9	。	6.777124881744385
4	1	他	5.597632884979248
4	2	认识	11.680583000183105
4	3	了	7.868735313415527
4	4	写	13.712996482849121
4	5	书	9.512763977050781
4	6	并且	15.13718318939209
4	7	教	11.963929176330566
4	8	课	13.030381202697754
4	9	的	4.718151092529297
4	10	老师	9.028704643249512
4	11	。	5.56126070022583
5	1	他	5.597632884979248
5	2	拍	14.590124130249023
5	3	下	12.054255485534668
5	4	了	2.7793564796447754
5	5	获得	16.56842803955078
5	6	大奖	15.71137809753418
5	7	并且	13.97861099243164
5	8	吸引	12.784645080566406
5	9	游客	11.277278900146484
5	10	。	4.136938571929932
6	1	他	5.597632884979248
6	2	拍	14.590124130249023
6	3	下	12.054255485534668
6	4	了	2.7793564796447754
6	5	获得	16.56842803955078
6	6	大奖	15.71137809753418
6	7	并且	13.97861099243164
6	8	吸引	12.784645080566406
6	9	游客	11.277278900146484
6	10	的	1.8886524438858032
6	11	艺术品	17.011255264282227
6	12	。	2.1004533767700195
7	1	我们	6.363039016723633
7	2	参加	13.532861709594727
7	3	了	0.9124388694763184
7	4	吸引	14.283281326293945
7	5	学生	10.486685752868652
7	6	并且	15.8241548538208
7	7	受到	10.798856735229492
7	8	好评	13.132894515991211
7	9	。	0.15976326167583466
8	1	我们	6.363039016723633
8	2	参加	13.532861709594727
8	3	了	0.9124388694763184
8	4	吸引	14.283281326293945
8	5	学生	10.486685752868652
8	6	并且	15.8241548538208
8	7	受到	10.798856735229492
8	8	好评	13.132894515991211
8	9	的	5.624770641326904
8	10	活动	8.030219078063965
8	11	。	0.16182062029838562
9	1	他	5.597632884979248
9	2	想起	11.637358665466309
9	3	了	1.0788304805755615
9	4	写	13.897793769836426
9	5	过	5.741495132446289
9	6	歌	13.654430389404297
9	7	而且	16.413955688476562
9	8	写	7.322305679321289
9	9	过	3.2825767993927
9	10	书	6.182065010070801
9	11	。	6.192014217376709
10	1	他	5.597632884979248
10	2	想起	11.637358665466309
10	3	了	1.0788304805755615
10	4	写	13.897793769836426
10	5	过	5.741495132446289
10	6	歌	13.654430389404297
10	7	而且	16.413955688476562
10	8	写	7.322305679321289
10	9	过	3.2825767993927
10	10	书	6.182065010070801
10	11	的	1.8491120338439941
10	12	同学	11.071008682250977
10	13	。	3.758898973464966
11	1	司机	16.00446319580078
11	2	启动	16.682188034057617
11	3	了	1.6294574737548828
11	4	装有	18.401039123535156
11	5	音响	15.469574928283691
11	6	并且	15.41430950164795
11	7	配备	14.985541343688965
11	8	屏幕	19.58568572998047
11	9	。	4.659720420837402
12	1	司机	16.00446319580078
12	2	启动	16.682188034057617
12	3	了	1.6294574737548828
12	4	装有	18.401039123535156
12	5	音响	15.469574928283691
12	6	并且	15.41430950164795
12	7	配备	14.985541343688965
12	8	屏幕	19.58568572998047
12	9	的	3.0367777347564697
12	10	车	10.138381004333496
12	11	。	7.277771949768066
13	1	爸爸	11.671850204467773
13	2	买	8.813190460205078
13	3	了	0.5717286467552185
13	4	带	11.172101974487305
13	5	家具	18.666337966918945
13	6	还	10.832194328308105
13	7	配	14.619712829589844
13	8	保险	18.860897064208984
13	9	。	5.460229873657227
14	1	爸爸	11.671850204467773
14	2	买	8.813190460205078
14	3	了	0.5717286467552185
14	4	带	11.172101974487305
14	5	家具	18.666337966918945
14	6	还	10.832194328308105
14	7	配	14.619712829589844
14	8	保险	18.860897064208984
14	9	的	4.5999369621276855
14	10	房子	7.17110538482666
14	11	。	5.542446136474609
15	1	他	5.597632884979248
15	2	损失	18.588396072387695
15	3	了	6.766228199005127
15	4	买	12.707913398742676
15	5	药	12.006521224975586
15	6	和	6.481618881225586
15	7	买	7.994024753570557
15	8	菜	8.455686569213867
15	9	。	4.1662187576293945
16	1	他	5.597632884979248
16	2	损失	18.588396072387695
16	3	了	6.766228199005127
16	4	买	12.707913398742676
16	5	药	12.006521224975586
16	6	和	6.481618881225586
16	7	买	7.994024753570557
16	8	菜	8.455686569213867
16	9	的	3.7279601097106934
16	10	现金	9.637460708618164
16	11	。	2.780501365661621
17	1	我	5.127028942108154
17	2	拜访	15.513352394104004
17	3	了	2.5809803009033203
17	4	去	13.535210609436035
17	5	过	6.758238315582275
17	6	中国	10.68187141418457
17	7	并且	14.010583877563477
17	8	去	6.020946502685547
17	9	过	5.221662998199463
17	10	美国	6.3294501304626465
17	11	。	5.571080207824707
18	1	我	5.127028942108154
18	2	拜访	15.513352394104004
18	3	了	2.5809803009033203
18	4	去	13.535210609436035
18	5	过	6.758238315582275
18	6	中国	10.68187141418457
