sentence_id	token_id	token	surprisal
1	1	他	5.875246519186047
1	2	喜欢	11.177378607568073
1	3	那	8.158285829135554
1	4	家	6.183865870170525
1	5	亲切	17.69555032526439
1	6	的	1.6832615530021542
1	7	老板	11.279502798876123
1	8	投资	16.700134320660425
1	9	的	9.384260768812638
1	10	饭店	18.404028373622808
1	11	。	3.3187584502721705
2	1	他	5.875246519186047
2	2	喜欢	11.177378607568073
2	3	那	8.158285829135554
2	4	个	4.237603509378825
2	5	亲切	15.680741031710905
2	6	的	1.3675372256063127
2	7	老板	12.244895743554359
2	8	投资	17.196717871098258
2	9	的	9.887283497394904
2	10	饭店	17.800515514080686
2	11	。	3.1984435027971188
3	1	她	8.104505787808032
3	2	在	4.829768319453343
3	3	看	9.840109230618948
3	4	那	6.55621247717772
3	5	幅	10.680918147390965
3	6	聪明	14.69150963079477
3	7	的	0.7868824021091072
3	8	朋友	8.037509082287087
3	9	喜欢	16.370320613288158
3	10	的	6.331022938304301
3	11	画	13.182857471194808
3	12	。	0.819098354056834
4	1	她	8.104505787808032
4	2	在	4.829768319453343
4	3	看	9.840109230618948
4	4	那	6.55621247717772
4	5	个	5.496535601608652
4	6	聪明	14.282918914203975
4	7	的	0.7174639284237685
4	8	朋友	7.008863126470835
4	9	喜欢	16.732716925242286
4	10	的	5.5741394888273135
4	11	画	13.848765139182149
4	12	。	1.1202633508378028
5	1	我	4.99411842796918
5	2	欣赏	14.830303913879884
5	3	那	7.396556144118975
5	4	件	3.5759681346254624
5	5	细心	15.667901022294437
5	6	的	0.14854359136746353
5	7	老师	12.170792879343438
5	8	收藏	17.397539682054614
5	9	的	10.344223093023942
5	10	艺术品	18.82843404814706
5	11	。	1.168180919829581
6	1	我	4.99411842796918
6	2	欣赏	14.830303913879884
6	3	那	7.396556144118975
6	4	个	4.255055191249117
6	5	细心	15.161427157672467
6	6	的	0.14499315946653724
6	7	老师	10.90124169820563
6	8	收藏	17.842086633929874
6	9	的	10.524612896903577
6	10	艺术品	18.53138413272714
6	11	。	1.1616530019379212
7	1	他	5.875246519186047
7	2	打	10.34402088150441
7	3	了	2.3129252948997703
7	4	那	8.817164055182108
7	5	只	9.302666269342513
7	6	负责	14.601680836820698
7	7	的	2.1669585405332583
7	8	店长	18.87134672388261
7	9	喜欢	13.576891846471042
7	10	的	8.546878007186294
7	11	宠物	17.973143724959797
7	12	。	4.733488799633022
8	1	他	5.875246519186047
8	2	打	10.34402088150441
8	3	了	2.3129252948997703
8	4	那	8.817164055182108
8	5	个	3.4639763921403315
8	6	负责	14.96525137966309
8	7	的	1.5562585023195084
8	8	店长	19.89922319901494
8	9	喜欢	13.43999423906942
8	10	的	8.671479718504557
8	11	宠物	18.44119728627183
8	12	。	4.525162747655031
9	1	我	4.99411842796918
9	2	在	5.632026095964859
9	3	思念	17.91811379582054
9	4	那	9.213799886122437
9	5	首	8.255609400196683
9	6	有名	12.627618226401246
9	7	的	0.05405919358861411
9	8	明星	12.88998959249188
9	9	唱	19.336343011360057
9	10	的	8.862768301166355
9	11	歌	11.798010248816539
9	12	。	1.8733746262168864
10	1	我	4.99411842796918
10	2	在	5.632026095964859
10	3	思念	17.91811379582054
10	4	那	9.213799886122437
10	5	个	5.5381738005666605
10	6	有名	12.32929392164916
10	7	的	0.060463515033454485
10	8	明星	12.932550460910818
10	9	唱	19.387227830692254
10	10	的	8.613779741085935
10	11	歌	11.976618036033088
10	12	。	2.2641774436849147
11	1	她	8.104505787808032
11	2	拜访	14.828534295737194
11	3	了	2.8538015225717857
11	4	那	7.231542972959804
11	5	所	9.693948385865951
11	6	富有	12.622149039570324
11	7	的	3.53916035160281
11	8	老人	12.704578230390588
11	9	去	8.42998217712045
11	10	的	10.424761911539818
11	11	学校	8.354347730618016
11	12	。	4.589525005281743
12	1	她	8.104505787808032
12	2	拜访	14.828534295737194
12	3	了	2.8538015225717857
12	4	那	7.231542972959804
12	5	个	3.954788716470439
12	6	富有	12.558526624504047
12	7	的	3.1344627192838956
12	8	老人	12.81045722143628
12	9	去	8.629306846122333
12	10	的	10.479960654314766
12	11	学校	8.328597742744478
12	12	。	4.403293482997967
13	1	他	5.875246519186047
13	2	检查	16.059189554508777
13	3	了	1.14751975351113
13	4	那	7.655566155682269
13	5	件	3.269385159535684
13	6	紧张	14.289262538508133
13	7	的	0.5192959429673962
13	8	司机	16.97251932585157
13	9	带	14.02437490926836
13	10	的	10.741351636427623
13	11	行李	15.49894669090935
13	12	。	2.865585556239921
14	1	他	5.875246519186047
14	2	检查	16.059189554508777
14	3	了	1.14751975351113
14	4	那	7.655566155682269
14	5	个	4.828471006325355
14	6	紧张	13.814715529861623
14	7	的	1.0455269890442693
14	8	司机	15.123117952870992
14	9	带	13.882139695540658
14	10	的	10.219674926203226
14	11	行李	15.305995488679102
14	12	。	2.611175450449366
15	1	我	4.99411842796918
15	2	听说	9.528245563589108
15	3	过	2.3520320083399238
15	4	那	5.405861078004801
15	5	本	4.455153771202781
15	6	有名	13.287968107873308
15	7	的	0.05812182243896302
15	8	作家	12.787123740010536
15	9	写	11.658578674313112
15	10	的	6.456013162098785
15	11	书	9.820768134382718
15	12	。	3.040286652242372
16	1	我	4.99411842796918
16	2	听说	9.528245563589108
16	3	过	2.3520320083399238
16	4	那	5.405861078004801
16	5	个	5.7290434535145565
16	6	有名	12.901357698404649
16	7	的	0.08883919930359951
16	8	作家	12.96083857757786
16	9	写	11.975989942219037
16	10	的	6.313915851168019
16	11	书	10.339221556578707
16	12	。	2.7515087897882466
17	1	她	8.104505787808032
17	2	撞	18.99173395544029
17	3	了	2.711053775279307
17	4	那	7.4559953653785485
17	5	辆	5.7353290239382915
17	6	熟悉	13.417514748722638
17	7	的	1.6869081140854547
17	8	朋友	10.972553726360168
17	9	开	14.002030726278079
17	10	的	7.481631672542505
17	11	车	7.912876478683145
17	12	。	3.4055413429664725
18	1	她	8.104505787808032
18	2	撞	18.99173395544029
18	3	了	2.711053775279307
18	4	那	7.4559953653785485
18	5	个	3.6810746510828096
18	6	熟悉	13.002508127509635
18	7	的	1.3491916105111414
18	8	朋友	7.647719810693729
18	9	开	14.124869532544835
18	10	的	7.842665451895016
18	11	车	9.282712856897874
18	12	。	4.519220935235495
19	1	我们	6.382350263160394
19	2	认可	17.610178796487265
19	3	了	6.868287658818211
19	4	那	6.553810218549195
19	5	份	5.748890862179849
19	6	淘气	20.455110650763828
19	7	的	0.4522632170346057
19	8	孩子	10.078744980800622
19	9	做	10.933090919276978
19	10	的	6.229256268080434
19	11	作业	16.09615989691237
19	12	。	1.5400580232551278
