sentence_id	token_id	token	surprisal
1	1	那	10.109887383647765
1	2	位	7.5995766213325116
1	3	教授	8.814004887793573
1	4	写	8.988192724469585
1	5	了	0.25787916506902775
1	6	精彩	15.343463848421855
1	7	的	0.251106921557529
1	8	书	9.076465515341177
1	9	的	14.786558546926265
1	10	内容	12.614456549832667
1	11	。	3.146157229297174
2	1	那	10.109887383647765
2	2	位	7.5995766213325116
2	3	教授	8.814004887793573
2	4	打	9.888340995818744
2	5	了	0.8005424204821594
2	6	精彩	13.179209833514243
2	7	的	0.3314740278572046
2	8	书	14.259313151950813
2	9	的	15.182123540163218
2	10	内容	13.156865873792427
2	11	。	7.652349215400022
3	1	弟弟	18.61605954649386
3	2	启动	17.06084308184069
3	3	了	3.9745669009838736
3	4	昂贵	16.066658003870806
3	5	的	1.34492032278947
3	6	车	13.779591022715685
3	7	。	5.591932620554175
4	1	弟弟	18.61605954649386
4	2	认识	13.790755624075086
4	3	了	4.682359972012691
4	4	昂贵	17.225405286939512
4	5	的	0.7488993270482851
4	6	车	14.414199202773105
4	7	。	11.392264552954359
5	1	他	4.615581227861874
5	2	拿	16.959213621970026
5	3	了	2.3457760777395684
5	4	桌子	17.059528878536746
5	5	上	12.969459409586484
5	6	的	8.481369462640636
5	7	好看	16.243892616445407
5	8	的	4.476378343150756
5	9	筷子	19.01109464691028
5	10	。	6.879874800088601
6	1	他	4.615581227861874
6	2	听	14.434038295680317
6	3	了	0.6983211628122206
6	4	桌子	19.515391014581397
6	5	上	13.579554438472094
6	6	的	5.012607473402099
6	7	好看	18.201635199421766
6	8	的	10.69273814896431
6	9	筷子	18.24145371642669
6	10	。	10.909562719990731
7	1	她	7.163939457201472
7	2	终于	11.27940153234869
7	3	实现	6.067622239334639
7	4	了	0.04065409279778365
7	5	重要	16.9683711035402
7	6	的	0.0706503146446309
7	7	理想	6.341243543891849
7	8	。	1.5959001965698008
8	1	她	7.163939457201472
8	2	终于	11.27940153234869
8	3	购买	13.669458901149735
8	4	了	0.23912206629334065
8	5	重要	16.80528303177048
8	6	的	2.542427085870102
8	7	理想	15.183678624895087
8	8	。	4.625523039947964
9	1	我	7.81709425282829
9	2	修理	18.790247412366025
9	3	了	1.2069741391093807
9	4	这个	5.228102867984198
9	5	新	5.7743756577724525
9	6	的	1.0045520474707033
9	7	电脑	7.63541505086485
9	8	。	3.9022465454429067
10	1	我	7.81709425282829
10	2	阅读	15.807025697638124
10	3	了	1.7203665599329412
10	4	这个	8.407052689497306
10	5	新	8.482700887849091
10	6	的	1.4782215743176437
10	7	电脑	12.49676850291521
10	8	。	4.655128817873148
11	1	我	7.81709425282829
11	2	邀请	15.71147716224527
11	3	过	6.997536898492491
11	4	我	2.973971754675734
11	5	的	2.1295799894232914
11	6	优秀	13.90840448397499
11	7	的	5.247442463632332
11	8	朋友	5.421613111224772
11	9	。	4.737793600185064
12	1	我	7.81709425282829
12	2	打开	17.243001357390185
12	3	过	7.924760365685174
12	4	我	4.131941762444974
12	5	的	0.650119127227434
12	6	优秀	15.942680834111187
12	7	的	4.403210295343293
12	8	朋友	6.825122022098057
12	9	。	2.576325867918385
13	1	记者	7.965770575798356
13	2	采访	7.468111172964138
13	3	了	1.4205475022082492
13	4	有名	15.556950475513606
13	5	的	0.12180387121220804
13	6	艺术家	13.276864469310311
13	7	。	1.7800069441052244
14	1	记者	7.965770575798356
14	2	制作	18.18841402581116
14	3	了	1.1887409755838547
14	4	有名	15.482579480161881
14	5	的	0.05887928177104129
14	6	艺术家	13.565559132272583
14	7	。	2.21545941884731
15	1	他	4.615581227861874
15	2	参与	16.373491696505624
15	3	了	0.8811713231436897
15	4	危险	19.137399438618793
15	5	的	2.621364976128284
15	6	战争	7.808855952090063
15	7	。	8.725633102420453
16	1	他	4.615581227861874
16	2	建造	17.39786603528327
16	3	了	2.3028120408655823
16	4	危险	14.582631893555426
16	5	的	1.22659995168123
16	6	战争	13.886259459645593
16	7	。	7.346105393576394
17	1	她	7.163939457201472
17	2	批评	11.341027429139256
17	3	了	4.058876512342671
17	4	淘气	22.80318595177398
17	5	的	1.8354646225727578
17	6	儿子	9.679774838477535
17	7	。	5.3497385587683866
18	1	她	7.163939457201472
18	2	改正	22.505893616761647
18	3	了	1.590457956752342
18	4	淘气	20.647236690602153
18	5	的	1.9518323693578026
18	6	儿子	9.237247531457342
18	7	。	2.3625318920624423
19	1	我	7.81709425282829
19	2	结束	16.77911634731657
19	3	了	0.33351843939774994
19	4	很	11.364063066962327
19	5	长	1.8810064278717817
19	6	的	0.15304642181436634
19	7	谈话	11.439793430895755
19	8	。	1.4454069059780323
20	1	我	7.81709425282829
20	2	表扬	20.31022216686433
20	3	了	1.026092958406231
20	4	很	10.88407197662146
20	5	长	6.344162722060304
20	6	的	2.442483571245738
20	7	谈话	14.59920886667917
20	8	。	4.035322697965199
21	1	他	4.615581227861874
21	2	买	15.197860292418444
21	3	了	0.6504030939870411
21	4	这些	10.271429833273874
21	5	红色	14.116592910048045
21	6	的	1.033640854429919
21	7	笔	11.978515370993243
21	8	。	4.6235384540074875
22	1	他	4.615581227861874
22	2	种	19.245487882364614
22	3	了	1.5462215305157052
22	4	这些	10.440350852494053
22	5	红色	14.960508873842763
22	6	的	1.3739116850142992
22	7	笔	11.651597271805251
22	8	。	5.509173265033496
23	1	他	4.615581227861874
23	2	提出	9.314419021160958
23	3	了	4.127551124368907
23	4	很多	11.445376053953353
23	5	重要	6.298342463917422
23	6	的	0.05659640313139391
23	7	问题	7.381728691395537
23	8	。	2.945328533052404
24	1	他	4.615581227861874
24	2	申请	17.43534161661227
24	3	了	4.755124069834814
24	4	很多	10.595433545832364
24	5	重要	6.946950954899023
24	6	的	0.36844358693257107
24	7	问题	13.833685350190983
24	8	。	5.989278047945405
25	1	这	5.987072588067543
25	2	款	15.436600808493735
25	3	药	11.976542871203065
25	4	治疗	11.686026400071476
25	5	了	2.19906766707053
