sentence_id	token_id	token	surprisal
1	1	那	9.785659343818768
1	2	家	9.824291328195091
1	3	亲切	16.299999765042102
1	4	的	3.983692647732579
1	5	老板	13.896225748600155
1	6	在	6.967068132977183
1	7	市中心	11.460203872575294
1	8	投资	10.971011972608315
1	9	的	4.363657935241369
1	10	饭店	14.527846837665376
1	11	很	10.266506292665209
1	12	受	7.281061804779166
1	13	欢迎	2.1706180221606224
1	14	。	1.4860428163153758
2	1	那	9.785659343818768
2	2	个	8.580759744367315
2	3	亲切	15.712888130274132
2	4	的	3.983692647732579
2	5	老板	13.896225748600155
2	6	在	6.967068132977183
2	7	市中心	11.460203872575294
2	8	投资	10.971011972608315
2	9	的	4.363657935241369
2	10	饭店	14.527846837665376
2	11	很	10.266506292665209
2	12	受	7.281061804779166
2	13	欢迎	2.1706180221606224
2	14	。	1.4860428163153758
3	1	那	9.785659343818768
3	2	幅	15.308635290860213
3	3	聪明	16.910130417714704
3	4	的	2.299193129400444
3	5	朋友	11.233926784198527
3	6	非常	12.951079359058577
3	7	喜欢	7.656296944097744
3	8	的	4.738047443896812
3	9	画	16.092076523017873
3	10	吸引	13.03568796773598
3	11	了	2.781272883929888
3	12	我	10.10009964505007
3	13	。	5.074135684770437
4	1	那	9.785659343818768
4	2	个	8.580759744367315
4	3	聪明	16.228001594791706
4	4	的	2.299193129400444
4	5	朋友	11.233926784198527
4	6	非常	12.951079359058577
4	7	喜欢	7.656296944097744
4	8	的	4.738047443896812
4	9	画	16.092076523017873
4	10	吸引	13.03568796773598
4	11	了	2.781272883929888
4	12	我	10.10009964505007
4	13	。	5.074135684770437
5	1	那	9.785659343818768
5	2	件	6.793337733567873
5	3	细心	20.045890350265775
5	4	的	1.9893244113646003
5	5	老师	13.752232293193572
5	6	为	9.981999932963541
5	7	他	7.943069201248012
5	8	的	2.7929967722614992
5	9	收藏	14.748804774376088
5	10	的	2.437304387296961
5	11	艺术品	14.477093571700895
5	12	获	13.742281465037454
5	13	了	9.343248386760324
5	14	奖	14.720309845618281
5	15	。	1.927317922794617
6	1	那	9.785659343818768
6	2	个	8.580759744367315
6	3	细心	16.228001594791706
6	4	的	1.9893244113646003
6	5	老师	13.752232293193572
6	6	为	9.981999932963541
6	7	他	7.943069201248012
6	8	的	2.7929967722614992
6	9	收藏	14.748804774376088
6	10	的	2.437304387296961
6	11	艺术品	14.477093571700895
6	12	获	13.742281465037454
6	13	了	9.343248386760324
6	14	奖	14.720309845618281
6	15	。	1.927317922794617
7	1	那	9.785659343818768
7	2	只	8.26044639610076
7	3	负责	9.591127583282608
7	4	的	4.643311314629844
