sentence_id	token_id	token	surprisal
1	1	那	9.78565934382
1	2	家	9.8242913282
1	3	认识	15.2122268464
1	4	我	10.4261968365
1	5	的	4.40130215556
1	6	老板	13.5513184367
1	7	投资	11.1508290201
1	8	的	4.36365793524
1	9	饭店	14.5278468377
1	10	很	10.2665062927
1	11	受	7.28106180478
1	12	欢迎	2.17061802216
1	13	。	1.48604281632
2	1	那	9.78565934382
2	2	个	8.58075974437
2	3	认识	13.7472900604
2	4	我	10.4261968365
2	5	的	4.40130215556
2	6	老板	13.5513184367
2	7	投资	11.1508290201
2	8	的	4.36365793524
2	9	饭店	14.5278468377
2	10	很	10.2665062927
2	11	受	7.28106180478
2	12	欢迎	2.17061802216
2	13	。	1.48604281632
3	1	那	9.78565934382
3	2	幅	15.3086352909
3	3	帮助	13.1411340511
3	4	过	11.7735284984
3	5	我	9.02641250426
3	6	的	2.92731737407
3	7	朋友	6.31023781985
3	8	喜欢	15.1545134533
3	9	的	4.61990503359
3	10	画	16.092076523
3	11	吸引	13.0356879677
3	12	了	2.78127288393
3	13	我	10.1000996451
3	14	。	5.07413568477
4	1	那	9.78565934382
4	2	个	8.58075974437
4	3	帮助	16.2280015948
4	4	过	11.7735284984
4	5	我	9.02641250426
4	6	的	2.92731737407
4	7	朋友	6.31023781985
4	8	喜欢	15.1545134533
4	9	的	4.61990503359
4	10	画	16.092076523
4	11	吸引	13.0356879677
4	12	了	2.78127288393
4	13	我	10.1000996451
4	14	。	5.07413568477
5	1	那	9.78565934382
5	2	件	6.79333773357
5	3	教	17.6260261065
5	4	过	6.71543007415
5	5	我	9.02641250426
5	6	的	2.92731737407
5	7	老师	13.8332547145
5	8	收藏	15.1791972899
5	9	的	2.26547080786
5	10	艺术品	14.4770935717
5	11	获	13.742281465
5	12	了	9.34324838676
5	13	奖	14.7203098456
5	14	。	1.92731792279
6	1	那	9.78565934382
6	2	个	8.58075974437
6	3	教	16.0589013219
6	4	过	6.71543007415
6	5	我	9.02641250426
6	6	的	2.92731737407
6	7	老师	13.8332547145
6	8	收藏	15.1791972899
6	9	的	2.26547080786
6	10	艺术品	14.4770935717
6	11	获	13.742281465
6	12	了	9.34324838676
6	13	奖	14.7203098456
6	14	。	1.92731792279
7	1	那	9.78565934382
7	2	只	8.2604463961
7	3	认识	12.7961701694
7	4	我	10.4261968365
7	5	的	4.40130215556
7	6	店长	23.687983518
7	7	喜欢	14.4533046996
7	8	的	4.61990503359
7	9	宠物	16.5720558324
7	10	生病	17.0571306008
7	11	了	3.2438757728
7	12	。	7.09929009005
8	1	那	9.78565934382
8	2	个	8.58075974437
8	3	认识	13.7472900604
8	4	我	10.4261968365
8	5	的	4.40130215556
8	6	店长	23.687983518
8	7	喜欢	14.4533046996
8	8	的	4.61990503359
8	9	宠物	16.5720558324
8	10	生病	17.0571306008
8	11	了	3.2438757728
8	12	。	7.09929009005
9	1	那	9.78565934382
9	2	首	9.09995809054
9	3	热爱	16.5024400573
9	4	艺术	13.1602692708
9	5	的	4.017583177
9	6	明星	14.0316688722
9	7	唱	15.4176489952
9	8	的	3.52963810662
9	9	歌	3.80178709558
9	10	很	11.8171047155
9	11	好听	22.1570958117
9	12	。	6.9880436883
10	1	那	9.78565934382
10	2	个	8.58075974437
10	3	热爱	16.2280015948
10	4	艺术	13.1602692708
10	5	的	4.017583177
10	6	明星	14.0316688722
10	7	唱	15.4176489952
10	8	的	3.52963810662
10	9	歌	3.80178709558
10	10	很	11.8171047155
10	11	好听	22.1570958117
10	12	。	6.9880436883
11	1	那	9.78565934382
11	2	所	12.3050009392
11	3	学习	13.8476597684
11	4	历史	12.3456505996
11	5	的	3.66288732088
11	6	老人	12.2619797783
11	7	去	12.3201807456
11	8	的	6.43044544641
11	9	学校	11.8910569123
11	10	关闭	15.1189568838
11	11	了	3.35356612323
11	12	。	5.70380147573
12	1	那	9.78565934382
12	2	个	8.58075974437
12	3	学习	13.4777519138
12	4	历史	12.3456505996
12	5	的	3.66288732088
12	6	老人	12.2619797783
12	7	去	12.3201807456
12	8	的	6.43044544641
12	9	学校	11.8910569123
12	10	关闭	15.1189568838
12	11	了	3.35356612323
12	12	。	5.70380147573
13	1	那	9.78565934382
13	2	件	6.79333773357
13	3	帮助	15.2430250644
13	4	过	11.7735284984
13	5	我	9.02641250426
13	6	的	2.92731737407
13	7	司机	14.7923180656
13	8	带	13.2315978033
13	9	的	4.70083056831
13	10	行李	14.8525263154
13	11	丢	16.0754652941
13	12	了	2.24695348216
13	13	。	5.84857216026
14	1	那	9.78565934382
14	2	个	8.58075974437
14	3	帮助	16.2280015948
14	4	过	11.7735284984
14	5	我	9.02641250426
14	6	的	2.92731737407
14	7	司机	14.7923180656
14	8	带	13.2315978033
14	9	的	4.70083056831
14	10	行李	14.8525263154
14	11	丢	16.0754652941
14	12	了	2.24695348216
14	13	。	5.84857216026
15	1	那	9.78565934382
15	2	本	8.2604463961
15	3	学习	14.4592273493
15	4	文学	14.5346425781
15	5	的	4.21000899676
15	6	作家	13.2386588053
15	7	写	10.440480705
15	8	的	3.33407318498
15	9	书	5.92731649611
15	10	很	12.120732197
15	11	受	7.28106180478
15	12	欢迎	2.17061802216
15	13	。	1.48604281632
16	1	那	9.78565934382
16	2	个	8.58075974437
16	3	学习	13.4777519138
16	4	文学	14.5346425781
16	5	的	4.21000899676
16	6	作家	13.2386588053
16	7	写	10.440480705
16	8	的	3.33407318498
16	9	书	5.92731649611
16	10	很	12.120732197
16	11	受	7.28106180478
16	12	欢迎	2.17061802216
16	13	。	1.48604281632
17	1	那	9.78565934382
17	2	辆	7.97287412875
17	3	支持	14.0729531766
17	4	环保	14.0449160031
17	5	的	5.56399000886
17	6	朋友	11.2339267842
17	7	开	14.2768022387
17	8	的	4.88367272192
17	9	车	4.73467449103
17	10	坏	16.0050680911
17	11	了	3.19521949269
17	12	。	5.76479115371
18	1	那	9.78565934382
18	2	个	8.58075974437
18	3	支持	13.7472900604
18	4	环保	14.0449160031
18	5	的	5.56399000886
18	6	朋友	11.2339267842
18	7	开	14.2768022387
18	8	的	4.88367272192
18	9	车	4.73467449103
18	10	坏	16.0050680911
18	11	了	3.19521949269
18	12	。	5.76479115371
19	1	那	9.78565934382
19	2	份	7.5277387354
19	3	喜欢	14.8327864799
19	4	书	14.4685935874
19	5	的	3.83106657974
19	6	孩子	11.4473059482
19	7	做	9.50878683992
19	8	的	4.16057206701
19	9	作业	14.9642772826
19	10	获	13.3725745657
19	11	了	9.34324838676
19	12	奖	14.7203098456
19	13	。	1.92731792279
20	1	那	9.78565934382
20	2	个	8.58075974437
20	3	喜欢	15.4769149283
20	4	书	14.4685935874
20	5	的	3.83106657974
20	6	孩子	11.4473059482
20	7	做	9.50878683992
20	8	的	4.16057206701
20	9	作业	14.9642772826
20	10	获	13.3725745657
20	11	了	9.34324838676
20	12	奖	14.7203098456
20	13	。	1.92731792279
21	1	那	9.78565934382
21	2	份	7.5277387354
21	3	认识	13.9809867784
21	4	我	10.4261968365
21	5	的	4.40130215556
21	6	老板	13.5513184367
21	7	制定	12.6911206633
21	8	的	3.16387808399
21	9	合同	12.195961777
21	10	到期	12.3549013227
21	11	了	9.72071948672
21	12	。	5.65840603608
22	1	那	9.78565934382
22	2	个	8.58075974437
22	3	认识	13.7472900604
22	4	我	10.4261968365
22	5	的	4.40130215556
22	6	老板	13.5513184367
22	7	制定	12.6911206633
22	8	的	3.16387808399
22	9	合同	12.195961777
22	10	到期	12.3549013227
22	11	了	9.72071948672
22	12	。	5.65840603608
23	1	那	9.78565934382
23	2	间	13.4831122534
23	3	帮助	13.1630150148
23	4	过	11.7735284984
23	5	我	9.02641250426
23	6	的	2.92731737407
23	7	朋友	6.31023781985
23	8	开	14.0727741733
23	9	的	4.88367272192
23	10	工厂	12.3516455075
23	11	倒闭	9.00970532271
23	12	了	5.16183453159
23	13	。	1.34235523917
24	1	那	9.78565934382
24	2	个	8.58075974437
24	3	帮助	16.2280015948
24	4	过	11.7735284984
24	5	我	9.02641250426
24	6	的	2.92731737407
24	7	朋友	6.31023781985
24	8	开	14.0727741733
24	9	的	4.88367272192
24	10	工厂	12.3516455075
24	11	倒闭	9.00970532271
24	12	了	5.16183453159
24	13	。	1.34235523917
25	1	那	9.78565934382
25	2	张	7.97287412875
25	3	喜欢	15.1910252033
25	4	艺术	12.7755067353
25	5	的	4.017583177
25	6	孩子	11.4745542593
25	7	照	17.250993732
25	8	的	6.37986150915
25	9	照片	11.9967613643
25	10	丢	17.0046963945
25	11	了	2.24695348216
25	12	。	5.84857216026
26	1	那	9.78565934382
26	2	个	8.58075974437
26	3	喜欢	15.4769149283
26	4	艺术	12.7755067353
26	5	的	4.017583177
26	6	孩子	11.4745542593
26	7	照	17.250993732
26	8	的	6.37986150915
26	9	照片	11.9967613643
26	10	丢	17.0046963945
26	11	了	2.24695348216
26	12	。	5.84857216026
27	1	那	9.78565934382
27	2	台	12.3050009392
27	3	教	15.5100207423
27	4	过	6.71543007415
27	5	我	9.02641250426
27	6	的	2.92731737407
