sentence_id	token_id	token	surprisal
1	1	他	5.155778884887695
1	2	喜欢	12.446309089660645
1	3	那	10.699501991271973
1	4	家	7.515797138214111
1	5	亲切	21.374290466308594
1	6	的	0.772415280342102
1	7	老板	13.877979278564453
1	8	投资	13.182821273803711
1	9	的	5.452275276184082
1	10	饭店	12.315031051635742
1	11	。	1.534355640411377
2	1	他	5.155778884887695
2	2	喜欢	12.446309089660645
2	3	那	10.699501991271973
2	4	个	4.74769926071167
2	5	亲切	17.52082061767578
2	6	的	0.6817672252655029
2	7	老板	16.26781463623047
2	8	投资	12.896801948547363
2	9	的	5.039882183074951
2	10	饭店	12.957798957824707
2	11	。	1.43578040599823
3	1	她	8.021756172180176
3	2	在	3.9779419898986816
3	3	看	12.230365753173828
3	4	那	9.514704704284668
3	5	幅	8.564773559570312
3	6	聪明	16.041141510009766
3	7	的	1.04398512840271
3	8	朋友	11.331575393676758
3	9	喜欢	13.818801879882812
3	10	的	3.838531970977783
3	11	画	11.81704044342041
3	12	。	4.394815444946289
4	1	她	8.021756172180176
4	2	在	3.9779419898986816
4	3	看	12.230365753173828
4	4	那	9.514704704284668
4	5	个	3.6142876148223877
4	6	聪明	14.854101181030273
4	7	的	1.0034658908843994
4	8	朋友	11.556693077087402
4	9	喜欢	13.448142051696777
4	10	的	3.6752688884735107
4	11	画	13.439555168151855
4	12	。	4.370762348175049
5	1	我	8.79093074798584
5	2	欣赏	14.24264144897461
5	3	那	10.297027587890625
5	4	件	6.147145748138428
5	5	细心	16.266965866088867
5	6	的	0.757857620716095
5	7	老师	11.536518096923828
5	8	收藏	14.895665168762207
5	9	的	1.9273991584777832
5	10	艺术品	14.42641544342041
5	11	。	2.4634885787963867
6	1	我	8.79093074798584
6	2	欣赏	14.24264144897461
6	3	那	10.297027587890625
6	4	个	2.956812858581543
6	5	细心	14.636133193969727
6	6	的	0.3851064443588257
6	7	老师	9.73154354095459
6	8	收藏	14.961627960205078
6	9	的	2.2714977264404297
6	10	艺术品	14.193760871887207
6	11	。	2.411203384399414
7	1	他	5.155778884887695
7	2	打	13.370201110839844
7	3	了	1.4315284490585327
7	4	那	9.129592895507812
7	5	只	8.481771469116211
7	6	负责	14.578044891357422
7	7	的	1.6961418390274048
7	8	店长	21.43301010131836
7	9	喜欢	17.276216506958008
7	10	的	3.783756971359253
7	11	宠物	12.433608055114746
7	12	。	2.4946541786193848
8	1	他	5.155778884887695
8	2	打	13.370201110839844
8	3	了	1.4315284490585327
8	4	那	9.129592895507812
8	5	个	3.533114194869995
8	6	负责	15.549739837646484
8	7	的	2.1330313682556152
8	8	店长	21.3620662689209
8	9	喜欢	17.79354476928711
8	10	的	3.6356630325317383
8	11	宠物	12.540380477905273
8	12	。	2.6074576377868652
9	1	我	8.79093074798584
9	2	在	4.924478054046631
9	3	思念	17.36046028137207
9	4	那	9.190030097961426
9	5	首	9.115517616271973
9	6	有名	16.232973098754883
9	7	的	0.12448626756668091
9	8	明星	14.577215194702148
9	9	唱	11.793425559997559
9	10	的	4.2889556884765625
9	11	歌	4.923112869262695
9	12	。	3.150908946990967
